PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS,,
SP3 5ZS,10,Y,1,1,0,0,1,1,0,394449,129300,E92000001,E19000002,E18000010,,E06000054,E05008401,L,,SP3 5ZS
SP3 6AA,10,N,9,9,9,0,0,9,0,388236,130642,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AA
SP3 6AB,10,N,7,7,7,0,0,7,0,388109,130675,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AB
SP3 6AD,10,N,10,10,10,0,0,10,0,388005,130605,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AD
SP3 6AE,10,N,8,8,6,2,0,8,0,388059,130558,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AE
SP3 6AF,10,N,13,13,13,0,0,13,0,387726,130416,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AF,
SP3 6AG,10,N,4,4,4,0,0,4,0,388091,130263,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AG
SP3 6AH,10,N,10,10,10,0,0,10,0,387573,130157,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AH
SP3 6AJ,10,N,29,29,28,1,0,29,0,388129,130289,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AJ,
SP3 6AL,10,N,13,13,13,0,0,13,0,388172,130496,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AL,
SP3 6AN,10,N,15,15,15,0,0,15,0,388079,130146,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AN,
SP3 6AP,10,N,13,13,13,0,0,13,0,388202,129896,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AP,
SP3 6AQ,10,N,5,5,5,0,0,5,0,387586,130387,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AQ
SP3 6AR,10,N,22,22,22,0,0,22,0,388025,129942,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AR,
SP3 6AS,10,N,1,1,1,0,0,1,0,388076,129914,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AS
SP3 6AT,10,N,13,13,13,0,0,13,0,387790,129186,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6AT,
SP3 6AU,10,N,9,9,9,0,0,9,0,386957,129633,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AU
SP3 6AW,10,N,2,2,2,0,0,2,0,388219,130428,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6AW
SP3 6AX,10,N,6,6,6,0,0,6,0,394460,129198,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6AX
SP3 6AY,10,N,5,5,5,0,0,5,0,394460,129172,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6AY
SP3 6AZ,10,N,7,7,7,0,0,7,0,394440,129184,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6AZ
SP3 6BA,10,N,10,10,10,0,0,10,0,394271,129140,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6BA
SP3 6BB,10,N,7,6,6,1,0,6,1,389602,131544,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BB
SP3 6BE,10,N,13,13,12,1,0,13,0,387738,131084,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6BE,
SP3 6BF,10,N,7,7,7,0,0,7,0,394463,129041,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6BF
SP3 6BG,10,N,19,19,17,2,0,19,0,388012,131332,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6BG,
SP3 6BH,10,N,4,4,4,0,0,4,0,387698,131282,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BH
SP3 6BJ,10,N,9,9,9,0,0,9,0,387654,131307,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BJ
SP3 6BL,10,N,3,3,3,0,0,3,0,387377,131133,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BL
SP3 6BN,10,N,45,45,44,1,0,45,0,387136,131242,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6BN,
SP3 6BP,10,N,7,7,7,0,0,7,0,386994,130770,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BP
SP3 6BQ,10,N,3,3,3,0,0,3,0,387944,131213,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BQ
SP3 6BS,10,N,10,10,10,0,0,10,0,387278,130846,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BS
SP3 6BT,10,N,2,2,2,0,0,2,0,386362,130306,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BT
SP3 6BU,10,N,1,1,1,0,0,1,0,386302,130102,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BU
SP3 6BW,10,N,16,16,16,0,0,16,0,387168,131965,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6BW,
SP3 6BX,10,N,3,3,3,0,0,3,0,385949,130510,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BX
SP3 6BY,10,N,5,5,5,0,0,5,0,389607,129700,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BY
SP3 6BZ,10,N,5,5,5,0,0,5,0,389352,129062,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6BZ
SP3 6DA,10,N,2,2,2,0,0,2,0,390009,128992,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6DA
SP3 6DB,10,N,3,3,3,0,0,3,0,390562,129841,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6DB
SP3 6DD,10,N,1,1,1,0,0,1,0,388756,132915,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DD
SP3 6DE,10,N,3,3,2,1,0,3,0,388672,132898,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DE
SP3 6DF,10,N,7,7,7,0,0,7,0,388153,130127,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DF
SP3 6DG,10,N,27,27,27,0,0,27,0,394321,129237,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6DG,
SP3 6DH,10,N,5,5,5,0,0,5,0,394355,129334,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6DH
SP3 6DJ,10,N,39,39,34,5,0,39,0,390937,132954,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6DJ,
SP3 6DN,10,N,3,3,3,0,0,3,0,390700,133554,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DN
SP3 6DP,10,N,21,21,20,1,0,21,0,391141,132796,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6DP,
SP3 6DQ,10,N,3,3,3,0,0,3,0,394138,129285,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6DQ
SP3 6DR,10,N,40,40,39,1,0,40,0,391074,132813,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6DR,
SP3 6DS,10,N,6,6,6,0,0,6,0,391089,132744,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DS
SP3 6DT,10,N,1,1,1,0,0,1,0,391038,132709,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DT
SP3 6DU,10,N,6,6,6,0,0,6,0,391153,132715,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DU
SP3 6DW,10,N,13,13,13,0,0,13,0,390888,132775,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6DW,
SP3 6DX,10,N,2,2,2,0,0,2,0,391189,132749,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DX
SP3 6DY,10,N,2,2,2,0,0,2,0,391203,132758,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DY
SP3 6DZ,10,N,8,8,8,0,0,8,0,391269,132783,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6DZ
SP3 6EA,10,N,3,3,2,1,0,3,0,391328,132769,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EA
SP3 6EB,10,N,9,9,9,0,0,9,0,391303,132709,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EB
SP3 6ED,10,N,4,4,4,0,0,4,0,391230,132665,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6ED
SP3 6EE,10,N,20,20,20,0,0,20,0,391063,132586,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6EE,
SP3 6EF,10,N,6,6,6,0,0,6,0,391057,132503,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EF
SP3 6EG,10,N,11,11,11,0,0,11,0,391275,132590,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EG
SP3 6EH,10,N,13,13,13,0,0,13,0,391185,132568,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6EH,
SP3 6EJ,10,N,4,4,4,0,0,4,0,391416,132570,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EJ
SP3 6EL,10,N,11,11,11,0,0,11,0,391453,132519,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EL
SP3 6EP,10,N,2,2,2,0,0,2,0,391080,132921,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EP
SP3 6EQ,10,N,2,2,2,0,0,2,0,391254,132527,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EQ
SP3 6ER,10,N,8,8,5,3,0,8,0,391215,132972,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6ER
SP3 6ES,10,N,1,1,1,0,0,1,0,391673,132926,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6ES
SP3 6ET,10,N,5,4,5,0,0,4,1,391530,133212,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6ET
SP3 6EU,10,N,1,1,1,0,0,1,0,389309,133068,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EU
SP3 6EW,10,N,31,31,31,0,0,31,0,391042,132994,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6EW,
SP3 6EX,10,N,4,4,4,0,0,4,0,388133,129934,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EX
SP3 6EZ,10,N,1,1,1,0,0,1,0,393023,132103,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6EZ
SP3 6FB,10,N,1,1,1,0,0,1,0,390731,132035,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6FB
SP3 6FD,10,N,2,2,2,0,0,2,0,394343,129164,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6FD
SP3 6FE,10,N,1,1,1,0,0,1,0,387759,131160,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6FE
SP3 6GS,10,N,37,37,35,2,0,37,0,394065,129982,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6GS,
SP3 6GT,10,N,13,13,13,0,0,13,0,394072,130020,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6GT,
SP3 6GU,10,N,19,19,19,0,0,19,0,394188,129918,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6GU,
SP3 6GW,10,N,1,1,1,0,0,1,0,394050,129964,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6GW
SP3 6GX,10,N,22,22,22,0,0,22,0,394064,129861,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6GX,
SP3 6GY,10,N,11,11,11,0,0,11,0,394135,129848,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6GY
SP3 6GZ,10,N,5,5,5,0,0,5,0,394173,129848,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6GZ
SP3 6HA,10,N,9,9,5,4,0,9,0,394422,129297,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HA
SP3 6HB,10,N,12,12,10,2,0,12,0,394379,129288,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HB
SP3 6HD,10,N,11,11,7,4,0,11,0,394392,129345,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HD
SP3 6HF,10,N,16,16,14,2,0,16,0,394358,129525,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HF,
SP3 6HG,10,N,1,1,1,0,0,1,0,394409,129569,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HG
SP3 6HH,10,N,4,4,3,1,0,4,0,394434,129586,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HH
SP3 6HJ,10,N,38,38,34,4,0,38,0,394262,129726,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HJ,
SP3 6HN,10,N,4,4,4,0,0,4,0,394385,129636,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HN
SP3 6HP,10,N,2,2,2,0,0,2,0,394417,129673,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HP
SP3 6HQ,10,N,4,4,4,0,0,4,0,394362,129386,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HQ
SP3 6HR,10,N,19,19,19,0,0,19,0,394387,129699,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HR,
SP3 6HS,10,N,12,12,12,0,0,12,0,394308,129726,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HS,
SP3 6HT,10,N,30,30,30,0,0,30,0,394268,129573,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HT,
SP3 6HU,10,N,21,21,21,0,0,21,0,394252,129446,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HU,
SP3 6HW,10,N,7,7,7,0,0,7,0,394403,129680,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HW
SP3 6HX,10,N,6,6,6,0,0,6,0,394301,129519,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HX
SP3 6HY,10,N,3,3,3,0,0,3,0,394373,129420,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6HY
SP3 6HZ,10,N,19,19,19,0,0,19,0,394257,129337,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6HZ,
SP3 6JA,10,N,5,5,5,0,0,5,0,393974,129187,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JA
SP3 6JB,10,N,3,3,3,0,0,3,0,394055,129288,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JB
SP3 6JD,10,N,11,11,11,0,0,11,0,393870,129097,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JD
SP3 6JE,10,N,2,2,2,0,0,2,0,393788,129146,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JE
SP3 6JF,10,N,12,12,12,0,0,12,0,393727,129140,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JF,
SP3 6JG,10,N,13,13,13,0,0,13,0,394497,129328,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JG,
SP3 6JJ,10,N,6,6,3,3,0,6,0,394526,129422,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JJ
SP3 6JL,10,N,42,42,42,0,0,42,0,394573,129333,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JL,
SP3 6JN,10,N,24,24,24,0,0,24,0,394675,129553,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JN,
SP3 6JP,10,N,17,17,11,6,0,17,0,394476,129270,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JP
SP3 6JQ,10,N,35,35,35,0,0,35,0,394750,129553,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JQ,
SP3 6JR,10,N,13,13,12,1,0,13,0,394509,129196,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JR,
SP3 6JS,10,N,4,4,4,0,0,4,0,394755,129263,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JS
SP3 6JT,10,N,6,6,3,3,0,6,0,394554,129062,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JT
SP3 6JU,10,N,4,4,4,0,0,4,0,394186,129421,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JU
SP3 6JW,10,N,35,35,35,0,0,35,0,394634,129571,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6JW,
SP3 6JX,10,N,6,6,6,0,0,6,0,394300,129777,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6JX
SP3 6LA,10,N,4,4,4,0,0,4,0,394446,129312,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LA
SP3 6LB,10,N,15,15,15,0,0,15,0,394429,129357,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LB,
SP3 6LD,10,N,26,26,14,12,0,26,0,394427,129367,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LD,
SP3 6LE,10,N,3,3,3,0,0,3,0,394490,129511,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LE
SP3 6LF,10,N,15,15,14,1,0,15,0,394564,129581,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LF,
SP3 6LG,10,N,26,26,25,1,0,26,0,394672,129689,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LG,
SP3 6LH,10,N,17,17,17,0,0,17,0,394773,129637,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LH,
SP3 6LJ,10,N,30,30,30,0,0,30,0,394714,129792,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LJ,
SP3 6LL,10,N,24,24,24,0,0,24,0,394629,129754,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LL,
SP3 6LN,10,N,14,14,14,0,0,14,0,395005,129684,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6LN,
SP3 6LP,10,N,4,4,4,0,0,4,0,395022,129622,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LP
SP3 6LQ,10,N,4,4,4,0,0,4,0,394482,129379,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LQ
SP3 6LR,10,N,2,2,2,0,0,2,0,395005,129693,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LR
SP3 6LS,10,N,5,5,5,0,0,5,0,395099,129692,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LS
SP3 6LT,10,N,2,2,1,1,0,2,0,395305,129592,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LT
SP3 6LU,10,N,4,4,4,0,0,4,0,395210,129735,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LU
SP3 6LW,10,N,7,7,5,2,0,7,0,395171,129780,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LW
SP3 6LX,10,N,3,3,3,0,0,3,0,396197,129821,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LX
SP3 6LY,10,N,9,9,8,1,0,9,0,396322,129728,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LY
SP3 6LZ,10,N,2,2,2,0,0,2,0,396351,129615,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6LZ
SP3 6NA,10,N,10,10,10,0,0,10,0,397036,130071,E92000001,E19000002,E18000010,,E06000054,E05008363,S,,SP3 6NA
SP3 6NB,10,N,21,21,20,1,0,21,0,397472,129434,E92000001,E19000002,E18000010,,E06000054,E05008363,S,SP3 6NB,
SP3 6ND,10,N,3,3,3,0,0,3,0,397836,129991,E92000001,E19000002,E18000010,,E06000054,E05008363,S,,SP3 6ND
SP3 6NE,10,N,7,7,7,0,0,7,0,394972,129747,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NE
SP3 6NF,10,N,1,1,1,0,0,1,0,395054,129702,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NF
SP3 6NG,10,N,2,2,1,1,0,2,0,395364,130865,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NG
SP3 6NH,10,N,31,31,31,0,0,31,0,394350,129143,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6NH,
SP3 6NJ,10,N,11,11,11,0,0,11,0,394217,129162,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NJ
SP3 6NL,10,N,12,12,12,0,0,12,0,394152,128967,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6NL,
SP3 6NN,10,N,3,3,3,0,0,3,0,394135,128795,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NN
SP3 6NP,10,N,1,1,1,0,0,1,0,394191,128797,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NP
SP3 6NR,10,N,14,14,13,1,0,14,0,393726,129073,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6NR,
SP3 6NS,10,N,4,4,4,0,0,4,0,393576,129107,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NS
SP3 6NT,10,N,5,5,4,1,0,5,0,393212,129126,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NT
SP3 6NU,10,N,2,2,2,0,0,2,0,393081,129169,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NU
SP3 6NW,10,N,2,2,2,0,0,2,0,394150,128629,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NW
SP3 6NX,10,N,4,4,4,0,0,4,0,391748,129023,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NX
SP3 6NY,10,N,19,19,19,0,0,19,0,391487,128944,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6NY,
SP3 6NZ,10,N,4,4,4,0,0,4,0,394964,129621,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6NZ
SP3 6PA,10,N,18,18,17,1,0,18,0,390816,128571,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PA,
SP3 6PB,10,N,1,1,0,1,0,1,0,390646,128559,E92000001,E19000002,E18000010,,E06000054,E05008401,L,,SP3 6PB
SP3 6PD,10,N,1,1,1,0,0,1,0,390236,127976,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PD
SP3 6PE,10,N,6,5,5,1,0,5,1,391163,127758,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PE
SP3 6PF,10,N,3,3,3,0,0,3,0,391200,128071,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PF
SP3 6PG,10,N,3,2,2,1,0,2,1,391454,127635,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PG
SP3 6PH,10,N,14,14,11,3,0,14,0,392449,128292,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PH
SP3 6PJ,10,N,6,6,6,0,0,6,0,392961,128211,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PJ
SP3 6PL,10,N,1,1,1,0,0,1,0,392125,127246,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6PL
SP3 6PN,10,N,42,42,42,0,0,42,0,394167,129088,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PN,
SP3 6PP,10,N,28,28,28,0,0,28,0,394213,128910,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PP,
SP3 6PQ,10,N,1,1,1,0,0,1,0,391738,127263,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6PQ
SP3 6PR,10,N,29,29,29,0,0,29,0,394140,128857,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PR,
SP3 6PS,10,N,24,24,21,3,0,24,0,394460,129674,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PS,
SP3 6PT,10,N,4,4,4,0,0,4,0,394402,129826,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PT
SP3 6PU,10,N,13,13,13,0,0,13,0,394066,130175,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PU,
SP3 6PW,10,N,30,30,30,0,0,30,0,394081,129194,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PW,
SP3 6PX,10,N,10,10,9,1,0,10,0,393036,131232,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6PX
SP3 6PY,10,N,2,2,2,0,0,2,0,393611,131144,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6PY
SP3 6PZ,10,N,21,21,21,0,0,21,0,394380,129864,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6PZ,
SP3 6QA,10,N,4,4,4,0,0,4,0,394177,130048,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QA
SP3 6QB,10,N,4,4,4,0,0,4,0,394124,130016,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QB
SP3 6QD,10,N,8,8,8,0,0,8,0,394238,129966,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QD
SP3 6QE,10,N,1,1,1,0,0,1,0,393791,129905,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QE
SP3 6QF,10,N,1,1,1,0,0,1,0,393882,130188,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QF
SP3 6QG,10,N,2,2,2,0,0,2,0,393753,130281,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QG
SP3 6QH,10,N,3,3,3,0,0,3,0,392737,131258,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6QH
SP3 6QJ,10,N,4,3,4,0,0,3,1,392614,132289,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6QJ
SP3 6QL,10,N,8,8,8,0,0,8,0,392403,132199,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6QL
SP3 6QN,10,N,27,27,27,0,0,27,0,394020,129088,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6QN,
SP3 6QP,10,N,4,4,4,0,0,4,0,392177,131666,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6QP
SP3 6QQ,10,N,25,25,25,0,0,25,0,393525,130551,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6QQ,
SP3 6QR,10,N,3,3,3,0,0,3,0,391837,131074,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6QR
SP3 6QS,10,N,2,2,2,0,0,2,0,393044,131006,E92000001,E19000002,E18000010,,E06000054,E05008380,S,,SP3 6QS
SP3 6QT,10,N,14,14,14,0,0,14,0,393320,130764,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6QT,
SP3 6QU,10,N,3,3,0,3,0,3,0,394510,128960,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QU
SP3 6QW,10,N,19,19,19,0,0,19,0,392281,131751,E92000001,E19000002,E18000010,,E06000054,E05008380,S,SP3 6QW,
SP3 6QX,10,N,12,12,12,0,0,12,0,392580,127012,E92000001,E19000002,E18000010,,E06000054,E05008401,S,SP3 6QX,
SP3 6QY,10,N,11,11,11,0,0,11,0,394396,129250,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6QY
SP3 6RA,10,N,1,1,0,1,0,1,0,394481,128920,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6RA
SP3 6RB,10,N,3,3,2,1,0,3,0,394410,128504,E92000001,E19000002,E18000010,,E06000054,E05008401,S,,SP3 6RB
