,Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,post
829443,SP116LE,SP11 6LE,SP11 6LE,Jan-80,0,438471,144096,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023160,,E02004821,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.450829,51.194795,Postcode Level,04/01/2018,"(51.194795, -1.450829)",1462156,sp116le
830010,SP2 8EA,SP2  8EA,SP2 8EA,Jan-80,0,413894,128401,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008388,Salisbury Harnham,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032006,,E02006674,,6A4,Suburbanites;Suburban achievers;Ageing in suburbia,-1.803142,51.054787,Postcode Level,04/01/2018,"(51.054787, -1.803142)",1463529,sp28ea
830032,SP3 4TR,SP3  4TR,SP3 4TR,Jan-80,0,407120,139027,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008400,Till and Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032027,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.899575,51.150453,Postcode Level,04/01/2018,"(51.150453, -1.899575)",1464057,sp34tr
830071,SP8 5DT,SP8  5DT,SP8 5DT,Jan-80,0,378311,125465,1,E10000009,Dorset,E07000050,North Dorset,E05010003,Gillingham Rural,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020440,,E02004256,,1A3,Rural residents;Farming communities;Agricultural communities,-2.310647,51.028138,Postcode Level,04/01/2018,"(51.028138, -2.310647)",1468143,sp85dt
830306,SP102RN,SP10 2RN,SP10 2RN,Jan-93,0,436627,145262,1,E10000014,Hampshire,E07000093,Test Valley,E05004651,Winton,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023216,,E02004819,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.477099,51.2054,Postcode Level,04/01/2018,"(51.2054, -1.477099)",1461149,sp102rn
830569,SP4 7FR,SP4  7FR,SP4 7FR,Jan-11,0,416626,140548,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008329,Amesbury East,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031976,,E02006663,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.763608,51.163941,Postcode Level,04/01/2018,"(51.163941, -1.763608)",1464944,sp47fr
830813,SP3 5LF,SP3  5LF,SP3 5LF,Jan-80,0,399541,129051,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032031,,E02006676,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-2.007926,51.060797,Postcode Level,04/01/2018,"(51.060797, -2.007926)",1464183,sp35lf
831161,SP117QB,SP11 7QB,SP11 7QB,Jan-80,0,435272,143845,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01032871,,E02004818,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.49662,51.192739,Postcode Level,04/01/2018,"(51.192739, -1.49662)",1462497,sp117qb
831179,SP5 5AF,SP5  5AF,SP5 5AF,Jan-80,0,391148,117762,1,E10000009,Dorset,E07000050,North Dorset,E05010013,The Beacon,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020442,,E02004260,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.12741,50.959214,Postcode Level,04/01/2018,"(50.959214, -2.12741)",1466362,sp55af
831192,SP8 4FU,SP8  4FU,SP8 4FU,Oct-02,0,382056,125801,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01033156,,E02004256,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.257263,51.031289,Postcode Level,04/01/2018,"(51.031289, -2.257263)",1467870,sp84fu
831236,SP5 1JP,SP5  1JP,SP5 1JP,Jan-80,0,425896,131503,1,E10000014,Hampshire,E07000093,Test Valley,E05004639,Dun Valley,E92000001,England,E12000008,South East,E14000901,Romsey and Southampton North,E15000008,South East,E16000133,Hampshire,E01023177,,E02004822,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-1.631684,51.082267,Postcode Level,04/01/2018,"(51.082267, -1.631684)",1465630,sp51jp
831351,SP103NF,SP10 3NF,SP10 3NF,Jan-80,0,434712,146030,1,E10000014,Hampshire,E07000093,Test Valley,E05004641,Harroway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023180,,E02004818,,6B4,Suburbanites;Semi-detached suburbia;Older workers and retirement,-1.504435,51.212425,Postcode Level,04/01/2018,"(51.212425, -1.504435)",1461332,sp103nf
831891,SP102PP,SP10 2PP,SP10 2PP,Jan-80,0,437725,145756,1,E10000014,Hampshire,E07000093,Test Valley,E05004651,Winton,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023219,,E02004816,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.461331,51.209771,Postcode Level,04/01/2018,"(51.209771, -1.461331)",1461113,sp102pp
832086,SP4 0NH,SP4  0NH,SP4 0NH,Jan-80,0,418833,137295,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008331,Bourne and Woodford Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032032,,E02006664,,1A2,Rural residents;Farming communities;Established farming communities,-1.732214,51.134622,Postcode Level,04/01/2018,"(51.134622, -1.732214)",1464644,sp40nh
832222,SP1 2RX,SP1  2RX,SP1 2RX,Jan-80,0,415187,129885,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008392,Salisbury St Martin's and Cathedral,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032021,,E02006671,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.784633,51.068099,Postcode Level,04/01/2018,"(51.068099, -1.784633)",1460441,sp12rx
832252,SP4 9DL,SP4  9DL,SP4 9DL,Jan-80,0,416978,143617,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008337,"Bulford, Allington and Figheldean",E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031989,,E02006662,,8A2,Hard-pressed living;Industrious communities;Industrious hardship,-1.75843,51.191527,Postcode Level,04/01/2018,"(51.191527, -1.75843)",1465402,sp49dl
832401,SP3 6PX,SP3  6PX,SP3 6PX,Jan-80,0,393036,131232,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032010,,E02006665,,1A3,Rural residents;Farming communities;Agricultural communities,-2.100791,51.080365,Postcode Level,04/01/2018,"(51.080365, -2.100791)",1464460,sp36px
832626,SP2 9ES,SP2  9ES,SP2 9ES,Oct-06,0,411048,131118,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008419,Wilton and Lower Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032040,,E02006669,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.843665,51.07928,Postcode Level,04/01/2018,"(51.07928, -1.843665)",1463746,sp29es
832849,SP8 4RX,SP8  4RX,SP8 4RX,Jan-80,0,379800,126284,1,E10000009,Dorset,E07000050,North Dorset,E05010003,Gillingham Rural,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020464,,E02004255,,1C2,Rural residents;Ageing rural dwellers;Renting rural retirement,-2.289461,51.035557,Postcode Level,04/01/2018,"(51.035557, -2.289461)",1468020,sp84rx
833057,SP9 7JA,SP9  7JA,SP9 7JA,Jan-80,0,422897,149441,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008399,Tidworth,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031879,,E02006643,,4A2,Multicultural metropolitans;Rented family living;Private renting new arrivals,-1.673361,51.243689,Postcode Level,04/01/2018,"(51.243689, -1.673361)",1468421,sp97ja
833364,SP117PS,SP11 7PS,SP11 7PS,Jan-80,0,435350,143886,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023160,,E02004821,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-1.495512,51.193108,Postcode Level,04/01/2018,"(51.193108, -1.495512)",1462490,sp117ps
833602,SP4 8BG,SP4  8BG,SP4 8BG,Jan-80,0,415656,144392,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008361,Durrington and Larkhill,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031996,,E02006662,,8A2,Hard-pressed living;Industrious communities;Industrious hardship,-1.777302,51.198528,Postcode Level,04/01/2018,"(51.198528, -1.777302)",1465197,sp48bg
833839,SP3 6SR,SP3  6SR,SP3 6SR,Dec-96,0,394917,129769,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008401,Tisbury,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032030,,E02006676,,1B1,Rural residents;Rural tenants;Rural life,-2.073918,51.06723,Postcode Level,04/01/2018,"(51.06723, -2.073918)",1464511,sp36sr
834728,SP4 0ED,SP4  0ED,SP4 0ED,Jan-80,0,425125,142918,1,E10000014,Hampshire,E07000093,Test Valley,E05004631,Amport,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023159,,E02004820,,1A2,Rural residents;Farming communities;Established farming communities,-1.641899,51.184943,Postcode Level,04/01/2018,"(51.184943, -1.641899)",1464577,sp40ed
834831,SP116HQ,SP11 6HQ,SP11 6HQ,Jan-80,0,436749,149038,1,E10000014,Hampshire,E07000093,Test Valley,E05004629,Alamein,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023155,,E02004816,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.474967,51.239344,Postcode Level,04/01/2018,"(51.239344, -1.474967)",1462126,sp116hq
834903,SP7 8HA,SP7  8HA,SP7 8HA,Jan-80,0,386212,122751,1,E10000009,Dorset,E07000050,North Dorset,E05010011,Shaftesbury West,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020457,,E02004257,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.197881,51.003978,Postcode Level,04/01/2018,"(51.003978, -2.197881)",1467457,sp78ha
835601,SP5 5AW,SP5  5AW,SP5 5AW,Jan-80,0,391821,118852,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008401,Tisbury,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01031991,,E02006676,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.117853,50.969026,Postcode Level,04/01/2018,"(50.969026, -2.117853)",1466373,sp55aw
835651,SP110JT,SP11 0JT,SP11 0JT,Jan-80,0,434892,155983,1,E10000014,Hampshire,E07000093,Test Valley,E05004634,Bourne Valley,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023165,,E02004814,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.500891,51.301906,Postcode Level,04/01/2018,"(51.301906, -1.500891)",1461884,sp110jt
835923,SP119PA,SP11 9PA,SP11 9PA,Jan-80,0,427823,150421,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008368,Ludgershall and Perham Down,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031860,,E02006643,,5A1,Urbanites;Urban professionals and families;White professionals,-1.602717,51.252283,Postcode Level,04/01/2018,"(51.252283, -1.602717)",1462883,sp119pa
836088,SP117PY,SP11 7PY,SP11 7PY,Jan-80,0,435197,143794,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01032871,,E02004818,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.497711,51.19229,Postcode Level,04/01/2018,"(51.19229, -1.497711)",1462494,sp117py
836671,SP7 8EY,SP7  8EY,SP7 8EY,Jan-80,0,386365,122761,1,E10000009,Dorset,E07000050,North Dorset,E05010011,Shaftesbury West,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020457,,E02004257,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.195701,51.004072,Postcode Level,04/01/2018,"(51.004072, -2.195701)",1467419,sp78ey
837101,SP119JE,SP11 9JE,SP11 9JE,Jan-80,0,432342,150750,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008397,The Collingbournes and Netheravon,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031877,,E02006640,,1A2,Rural residents;Farming communities;Established farming communities,-1.537939,51.255004,Postcode Level,04/01/2018,"(51.255004, -1.537939)",1462838,sp119je
837479,SP101QD,SP10 1QD,SP10 1QD,Jan-80,0,437905,146038,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023201,,E02004816,,8A1,Hard-pressed living;Industrious communities;Industrious transitions,-1.458724,51.212294,Postcode Level,04/01/2018,"(51.212294, -1.458724)",1460925,sp101qd
837487,SP5 4HG,SP5  4HG,SP5 4HG,Jan-80,0,417685,124188,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031995,,E02006677,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.749259,51.0168,Postcode Level,04/01/2018,"(51.0168, -1.749259)",1466288,sp54hg
838212,SP2 9DD,SP2  9DD,SP2 9DD,Jan-80,0,412566,131109,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008387,Salisbury Fisherton and Bemerton Village,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032025,,E02006668,,6B4,Suburbanites;Semi-detached suburbia;Older workers and retirement,-1.821996,51.079168,Postcode Level,04/01/2018,"(51.079168, -1.821996)",1463716,sp29dd
838559,SP2 8LZ,SP2  8LZ,SP2 8LZ,Jan-80,0,413076,129225,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008392,Salisbury St Martin's and Cathedral,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032009,,E02006673,,6B4,Suburbanites;Semi-detached suburbia;Older workers and retirement,-1.814784,51.062216,Postcode Level,04/01/2018,"(51.062216, -1.814784)",1463616,sp28lz
838841,SP6 2JS,SP6  2JS,SP6 2JS,Jan-80,0,415729,114313,1,E10000014,Hampshire,E07000091,New Forest,E05008933,Fordingbridge,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023023,,E02004779,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.777567,50.928058,Postcode Level,04/01/2018,"(50.928058, -1.777567)",1466877,sp62js
838876,SP117JB,SP11 7JB,SP11 7JB,Jan-80,0,438838,140976,1,E10000014,Hampshire,E07000093,Test Valley,E05004640,Harewood,E92000001,England,E12000008,South East,E14000901,Romsey and Southampton North,E15000008,South East,E16000133,Hampshire,E01023178,,E02004821,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.445914,51.166717,Postcode Level,04/01/2018,"(51.166717, -1.445914)",1462423,sp117jb
838967,SP1 3JT,SP1  3JT,SP1 3JT,Jan-80,0,413736,131709,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008390,Salisbury St Francis and Stratford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032018,,E02006668,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.805272,51.084537,Postcode Level,04/01/2018,"(51.084537, -1.805272)",1460617,sp13jt
839065,SP116EX,SP11 6EX,SP11 6EX,Jan-80,0,441767,153571,1,E10000014,Hampshire,E07000084,Basingstoke and Deane,E05004436,"Burghclere, Highclere and St Mary Bourne",E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01022514,,E02004694,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.402562,51.279758,Postcode Level,04/01/2018,"(51.279758, -1.402562)",1462072,sp116ex
839150,SP103QQ,SP10 3QQ,SP10 3QQ,Jan-80,0,435016,144997,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023186,,E02004818,,5A1,Urbanites;Urban professionals and families;White professionals,-1.500184,51.203118,Postcode Level,04/01/2018,"(51.203118, -1.500184)",1461378,sp103qq
839196,SP1 3SU,SP1  3SU,SP1 3SU,Jan-80,1,414312,130254,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008389,Salisbury St Edmund and Milford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032014,,E02006671,,2C1,Cosmopolitans;Comfortable cosmopolitan;Migrant families,-1.797106,51.071439,Postcode Level,04/01/2018,"(51.071439, -1.797106)",1460731,sp13su
839358,SP5 2HY,SP5  2HY,SP5 2HY,Jan-80,0,419700,120816,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008384,Redlynch and Landford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031994,,E02006677,,1C3,Rural residents;Ageing rural dwellers;Detached rural retirement,-1.720715,50.986413,Postcode Level,04/01/2018,"(50.986413, -1.720715)",1465840,sp52hy
839812,SP2 9NR,SP2  9NR,SP2 9NR,Jan-80,0,412372,130602,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008387,Salisbury Fisherton and Bemerton Village,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032001,,E02006670,,5A1,Urbanites;Urban professionals and families;White professionals,-1.824783,51.074613,Postcode Level,04/01/2018,"(51.074613, -1.824783)",1463828,sp29nr
839813,SP5 2BW,SP5  2BW,SP5 2BW,Jan-80,0,425441,117519,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008384,Redlynch and Landford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031973,,E02006677,,6A4,Suburbanites;Suburban achievers;Ageing in suburbia,-1.639157,50.956542,Postcode Level,04/01/2018,"(50.956542, -1.639157)",1465784,sp52bw
839908,SP3 5PU,SP3  5PU,SP3 5PU,Jan-80,0,393933,125497,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032029,,E02006676,,1A3,Rural residents;Farming communities;Agricultural communities,-2.087888,51.028806,Postcode Level,04/01/2018,"(51.028806, -2.087888)",1464225,sp35pu
840006,SP1 3WD,SP1  3WD,SP1 3WD,Jun-97,0,415050,132437,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008391,Salisbury St Mark's and Bishopdown,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031984,,E02006666,,6A2,Suburbanites;Suburban achievers;Comfortable suburbia,-1.786482,51.09105,Postcode Level,04/01/2018,"(51.09105, -1.786482)",1460762,sp13wd
