PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS
SP116YZ,10,N,57,57,57,0,0,57,0,437209,148184,E92000001,E19000002,E18000009,E10000014,E07000093,E05012088,S
SP116ZA,10,N,44,44,44,0,0,44,0,437371,148054,E92000001,E19000002,E18000009,E10000014,E07000093,E05012088,S
SP116ZD,10,N,5,5,5,0,0,5,0,439138,147023,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZE,10,N,52,51,52,0,0,51,1,439104,146955,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZF,10,N,1,1,1,0,0,1,0,439232,147222,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZG,10,N,63,63,63,0,0,63,0,439405,145667,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZH,10,N,47,47,47,0,0,47,0,438935,145900,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZJ,10,N,16,16,16,0,0,16,0,439007,145895,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZL,10,N,16,16,16,0,0,16,0,439368,145675,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP116ZQ,10,N,29,29,29,0,0,29,0,438052,147066,E92000001,E19000002,E18000009,E10000014,E07000093,E05012088,S
SP116ZR,10,N,14,14,14,0,0,14,0,438092,146989,E92000001,E19000002,E18000009,E10000014,E07000093,E05012088,S
SP116ZT,10,N,4,4,4,0,0,4,0,437978,147043,E92000001,E19000002,E18000009,E10000014,E07000093,E05012088,S
SP116ZW,10,N,19,19,19,0,0,19,0,439079,145822,E92000001,E19000002,E18000009,E10000014,E07000093,E05012085,S
SP117AA,10,N,8,8,8,0,0,8,0,431847,140989,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AD,10,N,7,7,7,0,0,7,0,435660,142051,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AE,10,N,2,2,2,0,0,2,0,439639,144314,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AF,10,N,2,2,2,0,0,2,0,439704,144242,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AH,10,N,5,5,5,0,0,5,0,441326,143132,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AJ,10,N,2,2,2,0,0,2,0,441293,143087,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AL,10,N,4,4,4,0,0,4,0,441528,142748,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AN,10,N,3,3,1,2,0,3,0,440975,142784,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AP,10,N,2,2,2,0,0,2,0,440650,142040,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AQ,10,N,4,4,4,0,0,4,0,441083,143307,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AR,10,N,3,3,1,2,0,3,0,441175,143131,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AS,10,N,14,14,14,0,0,14,0,432923,143328,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AT,10,N,6,6,6,0,0,6,0,432923,143220,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AU,10,N,23,23,21,2,0,23,0,433508,144625,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AW,10,N,9,9,9,0,0,9,0,440878,142194,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117AX,10,N,6,6,6,0,0,6,0,432947,144378,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AY,10,N,4,4,4,0,0,4,0,432919,143770,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117AZ,10,N,28,28,25,3,0,28,0,432844,143675,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BA,10,N,11,11,11,0,0,11,0,432719,143625,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BB,10,N,15,15,15,0,0,15,0,432748,143553,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BD,10,N,1,1,1,0,0,1,0,431977,143025,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BE,10,N,1,1,1,0,0,1,0,432893,143575,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BF,10,N,1,1,1,0,0,1,0,438911,140885,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117BG,10,N,39,39,38,1,0,39,0,432868,143463,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BH,10,N,14,14,14,0,0,14,0,433015,143492,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BJ,10,N,23,23,23,0,0,23,0,433059,143363,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BN,10,N,66,66,66,0,0,66,0,432828,143131,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BP,10,N,4,4,4,0,0,4,0,433042,142687,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BQ,10,N,2,2,2,0,0,2,0,432943,143513,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BS,10,N,1,1,1,0,0,1,0,433168,142575,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BT,10,N,11,9,5,6,0,9,2,432986,142407,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BU,10,N,3,3,3,0,0,3,0,433004,142324,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BW,10,N,20,20,20,0,0,20,0,432887,143024,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BX,10,N,10,10,10,0,0,10,0,432104,141137,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BY,10,N,3,3,3,0,0,3,0,432435,141403,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117BZ,10,N,4,4,4,0,0,4,0,432052,141161,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DA,10,N,10,10,7,3,0,10,0,430831,141546,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DB,10,N,4,4,2,2,0,4,0,431985,143843,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DD,10,N,5,5,5,0,0,5,0,432834,143322,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DE,10,N,9,9,9,0,0,9,0,432847,143279,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DF,10,N,24,24,24,0,0,24,0,432746,143700,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DH,10,N,4,4,4,0,0,4,0,434534,144175,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DJ,10,N,1,1,1,0,0,1,0,434518,144130,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DL,10,N,9,8,9,0,0,8,1,434457,144316,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DN,10,N,17,17,7,10,0,17,0,434251,144629,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DP,10,N,3,3,3,0,0,3,0,433337,143936,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DQ,10,Y,1,1,0,0,1,1,0,436302,145363,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,L
SP117DR,10,N,3,3,3,0,0,3,0,432502,144134,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DS,10,N,17,17,17,0,0,17,0,433576,143951,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DT,10,N,8,8,7,1,0,8,0,432260,144480,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DU,10,N,2,2,2,0,0,2,0,432237,144516,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DW,10,N,4,4,4,0,0,4,0,434024,144102,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DX,10,N,9,9,9,0,0,9,0,426623,141243,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117DY,10,N,27,27,26,1,0,27,0,426464,141163,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EA,10,N,26,26,26,0,0,26,0,426531,141128,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EB,10,N,18,18,18,0,0,18,0,426712,141128,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117ED,10,N,2,2,2,0,0,2,0,426807,141085,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EE,10,N,2,2,2,0,0,2,0,427005,141034,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EF,10,N,4,4,3,1,0,4,0,426970,141043,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EG,10,N,1,1,1,0,0,1,0,426476,141030,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EH,10,N,18,18,17,1,0,18,0,426274,140997,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EJ,10,N,1,1,1,0,0,1,0,425798,140881,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EL,10,N,2,2,2,0,0,2,0,425989,141275,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EN,10,N,17,17,17,0,0,17,0,425923,140712,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EP,10,N,6,6,6,0,0,6,0,426278,140276,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EQ,10,N,5,5,5,0,0,5,0,426486,140728,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117ER,10,N,3,3,3,0,0,3,0,425667,140125,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117ES,10,N,9,9,8,1,0,9,0,425662,140189,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117ET,10,N,3,3,3,0,0,3,0,427112,140263,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EW,10,N,26,26,26,0,0,26,0,426116,140555,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EX,10,N,12,12,12,0,0,12,0,432922,142966,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117EY,10,N,3,3,3,0,0,3,0,426704,141068,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117FA,10,N,4,4,4,0,0,4,0,438948,140878,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117FB,10,N,2,2,2,0,0,2,0,426346,140353,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117FD,10,N,6,6,6,0,0,6,0,426419,141066,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117FE,10,N,1,1,0,1,0,1,0,432832,143513,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117FF,10,N,5,5,5,0,0,5,0,426566,141231,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HA,10,N,2,2,1,1,0,2,0,435869,143892,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HB,10,N,11,10,9,2,0,10,1,435861,143389,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HD,10,N,2,2,2,0,0,2,0,435988,143367,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HE,10,N,1,1,1,0,0,1,0,435996,143210,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HF,10,N,2,2,2,0,0,2,0,436572,143193,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HG,10,N,6,5,5,1,0,5,1,436736,143328,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HH,10,N,4,4,4,0,0,4,0,436141,142821,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HJ,10,N,2,2,2,0,0,2,0,436595,142639,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HL,10,N,45,45,45,0,0,45,0,436646,142449,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HN,10,N,4,4,4,0,0,4,0,436873,142460,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HP,10,N,1,1,0,1,0,1,0,436863,141489,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HQ,10,N,3,3,3,0,0,3,0,436156,142863,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HR,10,N,3,2,3,0,0,2,1,437059,141587,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HS,10,N,1,1,1,0,0,1,0,438145,142655,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117HT,10,N,2,2,2,0,0,2,0,437984,141844,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117HU,10,N,1,1,1,0,0,1,0,438005,141688,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117HW,10,N,1,1,1,0,0,1,0,437555,142087,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117HX,10,N,1,1,1,0,0,1,0,438811,141830,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117HY,10,N,2,2,2,0,0,2,0,438793,140973,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117HZ,10,N,2,2,2,0,0,2,0,438821,140926,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JA,10,N,14,14,14,0,0,14,0,438785,140834,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JB,10,N,4,4,3,1,0,4,0,438838,140976,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JD,10,N,6,6,6,0,0,6,0,438939,141001,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JE,10,N,14,14,14,0,0,14,0,438930,141079,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JF,10,N,3,3,2,1,0,3,0,438956,140935,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JG,10,N,21,21,20,1,0,21,0,439027,141040,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JH,10,N,11,11,11,0,0,11,0,438995,140899,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JJ,10,N,12,12,12,0,0,12,0,439115,140940,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JL,10,N,3,3,3,0,0,3,0,439294,141257,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JN,10,N,2,2,2,0,0,2,0,439413,141336,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JP,10,N,12,11,6,6,0,11,1,439783,141506,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JQ,10,N,8,8,8,0,0,8,0,438990,140927,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JR,10,N,1,1,1,0,0,1,0,439606,140862,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JS,10,N,33,33,33,0,0,33,0,438705,140713,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JT,10,N,3,3,3,0,0,3,0,438469,140335,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JU,10,N,3,3,3,0,0,3,0,438262,140162,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JW,10,N,1,1,1,0,0,1,0,439724,141484,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JX,10,N,6,6,4,2,0,6,0,437984,139759,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JY,10,N,8,8,8,0,0,8,0,437932,139781,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117JZ,10,N,4,4,4,0,0,4,0,438004,139528,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LA,10,N,11,11,11,0,0,11,0,437635,139313,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LB,10,N,4,4,4,0,0,4,0,437768,139397,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LD,10,N,4,4,4,0,0,4,0,437704,139240,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LE,10,N,8,8,8,0,0,8,0,436284,140781,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LF,10,N,8,8,3,5,0,8,0,436324,140766,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LG,10,N,2,2,2,0,0,2,0,439023,141026,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LH,10,N,3,3,3,0,0,3,0,434185,143853,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LJ,10,N,1,1,1,0,0,1,0,435874,139250,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LL,10,N,29,29,29,0,0,29,0,434657,143851,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LP,10,N,27,27,27,0,0,27,0,435146,143924,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LQ,10,N,3,3,3,0,0,3,0,439005,141018,E92000001,E19000002,E18000009,E10000014,E07000093,E05012097,S
SP117LR,10,N,10,10,10,0,0,10,0,435095,143974,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LS,10,N,9,9,9,0,0,9,0,435048,143940,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LT,10,N,4,4,4,0,0,4,0,435048,143980,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LU,10,N,21,21,21,0,0,21,0,434939,143913,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LW,10,N,23,21,13,10,0,21,2,435141,144226,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LX,10,N,11,11,11,0,0,11,0,434918,143992,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LY,10,N,14,14,14,0,0,14,0,434801,143984,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117LZ,10,N,8,8,8,0,0,8,0,434723,143861,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NA,10,N,33,33,33,0,0,33,0,434804,143903,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NB,10,N,35,35,35,0,0,35,0,434618,143908,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117ND,10,N,19,19,18,1,0,19,0,434591,143930,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NE,10,N,4,4,4,0,0,4,0,434611,143979,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NF,10,N,5,5,5,0,0,5,0,434437,143907,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NG,10,N,6,6,6,0,0,6,0,434173,143903,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NH,10,N,21,21,21,0,0,21,0,433678,143533,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NJ,10,N,1,1,0,1,0,1,0,433798,143666,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NL,10,N,2,2,2,0,0,2,0,433507,143684,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NN,10,N,6,6,6,0,0,6,0,433443,143429,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NP,10,N,6,6,6,0,0,6,0,433346,143608,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NQ,10,N,1,1,1,0,0,1,0,434033,143951,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NR,10,N,3,3,3,0,0,3,0,433225,143813,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NS,10,N,12,12,10,2,0,12,0,433622,143291,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NU,10,N,17,17,17,0,0,17,0,433524,143188,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NW,10,N,19,19,19,0,0,19,0,433603,143682,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NX,10,N,22,22,21,1,0,22,0,433411,142989,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117NY,10,N,7,7,7,0,0,7,0,433811,142163,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PA,10,N,3,3,3,0,0,3,0,433879,142088,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PB,10,N,2,2,2,0,0,2,0,434549,141455,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PD,10,N,6,6,6,0,0,6,0,433870,141660,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PF,10,N,2,2,2,0,0,2,0,433616,141183,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PG,10,N,1,1,1,0,0,1,0,432525,140299,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PH,10,N,2,2,2,0,0,2,0,434843,144273,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PJ,10,N,16,16,16,0,0,16,0,433444,143558,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PL,10,N,6,6,6,0,0,6,0,433952,143804,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PN,10,N,23,23,23,0,0,23,0,434072,143840,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PP,10,N,8,8,8,0,0,8,0,435460,143909,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PQ,10,N,2,2,2,0,0,2,0,433443,139610,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PS,10,N,27,27,27,0,0,27,0,435349,143885,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PT,10,N,6,6,6,0,0,6,0,435218,143877,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PU,10,N,14,14,14,0,0,14,0,435028,143697,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PW,10,N,1,1,0,1,0,1,0,433951,141752,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,L
SP117PY,10,N,17,17,17,0,0,17,0,435197,143794,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117PZ,10,N,41,41,41,0,0,41,0,435130,143817,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QA,10,N,59,59,59,0,0,59,0,435308,143721,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QB,10,N,2,2,2,0,0,2,0,435272,143845,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QD,10,N,8,8,8,0,0,8,0,435409,143830,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QE,10,N,3,3,3,0,0,3,0,435424,143799,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QF,10,N,6,6,6,0,0,6,0,435496,143616,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QG,10,N,2,2,2,0,0,2,0,435423,143647,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QH,10,N,2,2,2,0,0,2,0,435437,143815,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QJ,10,N,2,2,2,0,0,2,0,435445,143804,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QL,10,N,14,14,13,1,0,14,0,435445,143752,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QN,10,N,18,18,18,0,0,18,0,434435,143869,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QP,10,N,6,6,6,0,0,6,0,435593,143275,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QQ,10,N,2,2,2,0,0,2,0,435413,143644,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QR,10,N,2,2,2,0,0,2,0,435458,143762,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QS,10,N,6,6,6,0,0,6,0,435479,143727,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QT,10,N,1,1,1,0,0,1,0,435501,143684,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QU,10,N,3,3,3,0,0,3,0,435529,143657,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QW,10,N,9,9,9,0,0,9,0,435503,143587,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QX,10,N,30,30,30,0,0,30,0,436082,142484,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QY,10,N,16,16,15,1,0,16,0,436175,142336,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117QZ,10,N,2,2,2,0,0,2,0,436141,142454,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117RA,10,N,2,2,2,0,0,2,0,436177,142370,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
SP117RB,10,N,3,3,3,0,0,3,0,436175,142280,E92000001,E19000002,E18000009,E10000014,E07000093,E05012932,S
